"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217"
"image_1224",0,0.0014584,0,0.0009723,0,0,0,0,0,0,0,0,0,0.00048615,0,0,0.0024307,0,0.00048615,0,0,0,0.00048615,0,0,0,0,0,0,0,0,0.0009723,0.00048615,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00048615,0.00048615,0,0,0,0,0.00048615,0,0,0.0009723,0.00048615,0,0.00048615,0,0,0,0,0,0,0,0,0.00048615,0,0,0,0.00048615,0.00048615,0,0,0,0,0,0,0.0009723,0.00048615,0,0.00048615,0,0,0,0.00048615,0.00048615,0,0.00048615,0.00048615,0.0009723,0.00048615,0,0.00048615,0,0,0,0,0,0,0.00048615,0,0.00048615,0.0009723,0,0,0,0.00048615,0.00048615,0,0,0.00048615,0,0.0009723,0,0.0014584,0,0.00048615,0.0009723,0,0,0.0009723,0.0024307,0,0.00048615,0.0009723,0.00048615,0,0,0,0.00048615,0.00048615,0,0,0,0.00048615,0,0,0,0,0,0,0,0,0.00048615,0.00048615,0,0,0,0,0,0.00048615,0,0,0,0,0,0,0,0,0.00048615,0,0,0,0,0,0,0,0.00048615,0.0009723,0,0,0,0,0,0,0,0,0,0,0.00048615,0,0.00048615,0.00048615,0,0,0,0.0014584,0,0,0.00048615,0.00048615,0.00048615,0.0009723,0,0,0,0,0.00048615,0,0,0,0.00048615,0,0,0,0,0.0009723,0,0,0,0,0,0.0009723,0,0
"image_1225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028736,0.0028736,0,0,0,0,0,0,0,0,0.0028736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028736,0,0.0028736,0,0,0,0.0028736,0,0,0,0.0028736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0086207,0,0,0,0,0.0028736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028736,0,0,0,0,0,0,0,0.0028736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_1226",0,0.0013459,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026918,0,0,0,0,0,0,0.0013459,0,0,0,0.0013459,0,0,0,0,0,0.0013459,0,0,0,0,0,0,0,0,0,0,0,0.0013459,0,0,0,0.0013459,0.0013459,0.0013459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013459,0,0.0013459,0,0,0,0,0,0,0.0013459,0,0,0.0013459,0,0,0,0,0,0,0,0,0,0,0,0.0013459,0.0013459,0,0.0040377,0,0,0,0.0013459,0,0,0.0026918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013459,0,0,0,0,0,0,0.0013459,0,0,0,0,0,0.0013459,0,0,0,0,0,0,0,0,0.0013459,0,0,0,0.0040377,0,0,0,0.0026918,0,0,0,0,0,0,0,0,0.0013459,0.0013459,0,0,0.0026918,0,0,0,0,0,0,0,0,0,0,0.0013459,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013459,0,0,0
"image_1227",0,0.0016456,0.0010971,0,0,0,0,0,0.00054855,0,0,0,0,0,0.00054855,0.00054855,0.00054855,0,0.00054855,0,0,0,0,0,0,0,0,0,0,0,0,0.0010971,0.00054855,0.00054855,0,0,0,0,0.0010971,0,0.00054855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00054855,0,0,0,0,0,0,0,0,0.00054855,0.00054855,0,0,0.0010971,0,0.00054855,0,0,0,0,0,0,0,0.00054855,0,0,0.00054855,0,0,0.00054855,0,0,0,0,0,0,0.0016456,0.0010971,0.00054855,0.00054855,0,0,0,0,0,0,0,0,0.00054855,0.00054855,0,0.00054855,0,0.00054855,0,0,0,0,0,0,0,0.0021942,0,0.00054855,0.0043884,0,0.00054855,0,0.0043884,0,0,0.0043884,0,0,0,0,0.00054855,0.00054855,0,0,0,0,0,0.00054855,0.00054855,0,0.00054855,0,0,0,0,0,0,0,0,0,0.00054855,0.00054855,0,0,0,0,0.0010971,0,0,0,0,0,0,0.00054855,0,0.00054855,0.0021942,0,0.00054855,0,0,0,0,0.00054855,0.0010971,0,0,0,0.00054855,0.00054855,0.00054855,0.00054855,0,0,0,0,0.0010971,0.00054855,0,0.00054855,0,0,0.0010971,0,0.0010971,0,0,0.0010971,0.00054855,0,0,0,0,0,0,0,0,0,0.0016456,0.00054855,0,0,0,0,0.00054855,0
"image_1228",0,0.0012092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024184,0,0,0,0.0012092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012092,0,0,0,0.0012092,0,0,0,0,0,0,0.0024184,0,0,0.0012092,0,0,0,0,0,0.0024184,0,0,0,0,0.0024184,0,0,0,0.0012092,0,0,0,0.0012092,0,0.0036276,0.0012092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012092,0,0,0,0.0024184,0.0048367,0.0024184,0,0,0,0,0,0,0,0,0,0.0072551,0,0,0,0,0.0024184,0,0,0.0012092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012092,0,0.0012092,0,0.0012092,0,0,0,0,0,0,0,0,0,0.0024184,0,0.0012092,0,0,0,0,0,0.0024184,0,0,0,0,0,0,0,0,0.0012092,0,0,0,0.0012092,0,0,0,0,0.0012092,0,0,0,0,0.0012092,0.0036276,0,0,0,0,0,0,0,0,0,0,0.0012092,0,0.0024184,0,0,0.0012092,0
"image_1229",0,0.001227,0.001227,0,0,0,0,0,0.001227,0,0,0,0,0,0,0,0.001227,0,0.001227,0,0,0,0,0,0.001227,0,0,0,0,0,0.001227,0.001227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001227,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001227,0,0,0,0.001227,0,0,0,0,0,0,0.001227,0.001227,0,0,0.0061349,0,0,0,0,0,0,0,0.002454,0.001227,0,0.002454,0,0.001227,0,0,0,0,0,0,0,0.001227,0,0.003681,0,0.001227,0.0049079,0,0,0,0.001227,0,0.001227,0.001227,0,0,0,0,0.001227,0.001227,0,0,0,0,0,0,0,0,0.001227,0,0,0,0,0.002454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003681,0,0.001227,0,0,0,0,0,0.002454,0,0,0,0.002454,0,0,0,0,0,0,0,0,0.001227,0,0,0.001227,0,0,0.001227,0,0,0.001227,0.001227,0.001227,0,0,0.001227,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_1230",0,0.0012837,0,0.0012837,0,0,0,0,0,0,0,0,0,0,0,0,0.0012837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012837,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012837,0,0,0,0,0,0.0012837,0,0,0,0,0,0,0,0,0,0.0012837,0,0,0,0,0,0,0,0,0.0012837,0.0012837,0.0012837,0,0.0012837,0,0,0,0,0.0012837,0.0012837,0,0,0,0,0,0,0.0038511,0.0025674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025674,0,0,0,0,0,0.0012837,0,0,0,0.0012837,0,0.0025674,0,0.0012837,0,0,0.0012837,0,0,0.0012837,0,0,0,0,0.0012837,0,0,0.0012837,0.0012837,0,0,0,0.0012837,0,0,0,0,0.0012837,0.0012837,0,0,0,0,0.0012837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_1231",0,0.0013908,0.0027816,0,0,0.0013908,0,0,0,0,0,0,0,0,0,0,0.0013908,0.0013908,0.0013908,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013908,0,0,0,0,0,0,0,0,0.0013908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013908,0,0,0,0,0.0013908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013908,0,0,0,0,0,0.0013908,0,0,0,0,0,0.0013908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027816,0,0,0.0069541,0,0,0,0.0027816,0,0,0.0027816,0.0013908,0,0,0,0.0027816,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013908,0,0,0,0,0,0,0,0,0,0,0,0,0.0013908,0,0,0,0,0,0,0.0013908,0,0.089013,0,0,0,0,0,0,0,0,0,0,0,0.0013908,0,0.0027816,0,0,0,0,0.0013908,0,0.0013908,0,0,0,0,0.0013908,0,0,0,0,0.0013908,0,0,0,0,0,0,0.0013908,0,0,0,0,0,0,0,0.0013908,0,0,0
"image_1232",0,0,0.0012121,0,0,0,0,0.0012121,0,0,0,0,0,0,0,0,0,0,0,0,0.0012121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012121,0,0.0012121,0.0012121,0,0,0,0,0,0,0,0,0,0,0.0012121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012121,0,0.0012121,0.0012121,0,0,0,0,0.0012121,0.0012121,0.0012121,0.0012121,0,0,0.0012121,0,0,0.0012121,0.0024242,0,0.0012121,0,0,0,0,0,0,0,0,0,0,0.0012121,0,0,0,0,0,0,0,0,0,0,0.0012121,0,0,0,0.0012121,0,0,0,0,0,0,0,0,0,0.0012121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012121,0,0,0,0.0024242,0,0.0012121,0,0,0,0,0,0,0,0,0,0,0,0.0012121,0,0,0,0,0,0,0.0012121,0,0,0,0.0012121,0,0,0,0,0.0012121,0,0,0,0.0024242,0,0
"image_1233",0,0.00070671,0.00070671,0,0,0.00070671,0,0.00070671,0.00070671,0,0.00070671,0,0,0,0,0,0.0014134,0,0.0035335,0,0,0,0,0,0.00070671,0.0014134,0,0,0,0,0.00070671,0.00070671,0,0.0014134,0,0,0,0.00070671,0,0,0,0.00070671,0.00070671,0,0,0,0,0,0,0.00070671,0,0,0,0,0,0,0,0,0,0,0.00070671,0,0,0,0,0,0,0,0,0,0,0.00070671,0,0,0,0,0,0,0,0.0014134,0,0,0.0014134,0,0,0,0,0,0,0,0,0.00070671,0,0.004947,0,0,0,0,0.00070671,0,0.00070671,0,0.00070671,0.00070671,0.0014134,0,0,0,0,0,0,0,0,0,0,0,0.0028268,0.00070671,0,0.0014134,0,0.00070671,0,0.0021201,0.0014134,0,0,0,0,0,0,0,0.00070671,0.00070671,0.00070671,0,0,0,0,0,0,0,0,0,0.00070671,0,0,0,0,0,0,0.00070671,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00070671,0,0.00070671,0,0,0,0,0,0,0,0,0,0,0,0.00070671,0,0.00070671,0,0,0,0,0,0,0.00070671,0,0,0.00070671,0,0,0,0,0,0.00070671,0,0,0,0,0,0.00070671,0.00070671,0,0,0.00070671,0,0,0,0,0.00070671,0,0.00070671,0,0
"image_1234",0,0.0020597,0,0,0,0,0,0,0,0,0,0,0.0010299,0,0,0.0010299,0,0,0.0020597,0,0,0,0,0,0,0.0010299,0,0,0,0.0010299,0,0.0010299,0.0010299,0,0,0,0.0010299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010299,0,0,0,0,0,0,0.0010299,0,0,0,0,0,0,0,0,0.0010299,0,0,0,0,0,0,0,0,0,0,0,0.0010299,0,0.0010299,0,0,0,0,0,0,0,0.0020597,0.0010299,0,0.0010299,0.0010299,0,0,0,0,0,0,0,0,0.0020597,0,0,0.0010299,0,0,0,0.0051493,0.0010299,0.0010299,0.0030896,0,0,0,0,0,0,0.0020597,0,0,0.0010299,0,0,0.0010299,0,0,0,0,0,0,0.0010299,0,0,0,0,0.0010299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041195,0,0,0,0.0010299,0,0,0,0.0010299,0.0010299,0,0,0.0010299,0,0.0010299,0,0,0.0010299,0,0,0.0020597,0,0.0010299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_1235",0,0.0017162,0.00057208,0.00057208,0,0,0,0,0,0,0,0,0,0,0,0.0011442,0,0,0.00057208,0,0,0,0.00057208,0,0.00057208,0,0,0,0,0,0.00057208,0,0.00057208,0,0,0.00057208,0,0,0.0017162,0,0,0.0022883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00057208,0,0,0,0,0,0,0.00057208,0,0,0,0,0.0011442,0,0,0,0,0,0,0,0.00057208,0,0,0,0,0,0,0,0,0,0.00057208,0,0,0,0.0028604,0,0,0,0,0,0.00057208,0,0.00057208,0,0,0.00057208,0,0,0.0011442,0,0,0.00057208,0,0,0,0,0.00057208,0.0045766,0,0.00057208,0.0017162,0,0,0,0.0011442,0.00057208,0,0,0,0,0,0.00057208,0,0,0.00057208,0.00057208,0,0,0,0.0011442,0,0,0,0.00057208,0,0,0,0,0,0,0,0,0.0011442,0.00057208,0,0,0.0011442,0,0,0.00057208,0,0,0,0,0,0,0.00057208,0,0.00057208,0,0.00057208,0,0,0,0,0,0.0022883,0,0,0,0.0022883,0,0.00057208,0,0.00057208,0,0.00057208,0,0,0.0017162,0,0.00057208,0.00057208,0,0.00057208,0,0,0,0,0,0.00057208,0,0,0,0.00057208,0,0,0,0,0,0.0011442,0,0,0,0,0,0,0
"image_1236",0,0.00083194,0,0,0,0,0.00083194,0,0,0,0,0,0,0,0,0,0,0.00083194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00083194,0.00083194,0,0,0,0,0,0,0,0.0016639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00083194,0,0,0,0.00083194,0.00083194,0,0,0,0,0,0,0,0,0,0,0.0033278,0,0,0.0033278,0,0,0,0,0,0,0,0,0,0.0016639,0,0.0066555,0,0.0016639,0,0,0.00083194,0,0,0.0033278,0,0,0,0.00083194,0.00083194,0,0.00083194,0,0,0,0.00083194,0,0.00083194,0,0.0091513,0,0.00083194,0.0041597,0,0,0,0.00083194,0,0.00083194,0,0.00083194,0,0,0,0.0016639,0,0,0,0,0.00083194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00083194,0.00083194,0.00083194,0,0,0,0,0,0,0,0,0,0,0,0,0.00083194,0,0,0.00083194,0,0,0,0,0.00083194,0.0033278,0,0,0,0.00083194,0,0,0,0.00083194,0,0,0,0,0.0033278,0,0,0,0.0016639,0,0,0,0,0.00083194,0.00083194,0,0,0,0.00083194,0.00083194,0.00083194,0.00083194,0,0,0,0,0,0,0,0,0,0,0
"image_1237",0,0.00066623,0,0,0,0,0,0,0,0,0.00066623,0,0,0,0,0.00066623,0,0,0,0,0.00066623,0,0.0013325,0,0.0019987,0,0,0,0,0.00066623,0,0,0,0.0013325,0,0,0,0,0.00066623,0,0,0.00066623,0,0,0,0,0.00066623,0,0,0,0,0,0,0,0,0,0,0,0.00066623,0,0,0,0,0,0,0.0013325,0,0,0,0,0,0,0,0,0,0,0,0,0.00066623,0,0,0,0.00066623,0,0,0,0,0,0,0,0,0.00066623,0.00066623,0.0013325,0,0,0,0.0013325,0,0,0.00066623,0,0,0.0013325,0,0,0.00066623,0.0013325,0,0.00066623,0.00066623,0,0,0,0.00066623,0.0013325,0.0013325,0,0.00066623,0.00066623,0,0,0.00066623,0.00066623,0.0013325,0,0.0013325,0,0,0,0.0013325,0,0,0.00066623,0,0,0,0,0,0.00066623,0,0.00066623,0,0,0,0,0.00066623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00066623,0,0.00066623,0,0.00066623,0,0.0013325,0,0,0.00066623,0.0013325,0,0,0,0,0.00066623,0,0,0,0.00066623,0,0.0013325,0,0,0,0.00066623,0,0,0,0.0013325,0,0,0,0.0013325,0,0,0,0,0,0,0,0.00066623,0,0,0,0,0.00066623,0,0,0.00066623,0,0
"image_1238",0,0,0,0,0,0,0.0016026,0,0,0,0,0,0,0,0,0.0016026,0,0,0,0,0,0,0,0,0.0016026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016026,0,0.0016026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016026,0,0,0,0,0,0.0016026,0.0016026,0,0,0,0,0,0,0.0016026,0,0,0,0.0016026,0,0,0,0,0,0,0,0,0,0.0096153,0,0,0,0,0,0,0,0,0,0,0.0016026,0,0,0.0016026,0,0,0,0,0.0016026,0,0,0,0.0032051,0,0,0.0032051,0,0,0.0016026,0.0032051,0.0016026,0,0,0,0,0,0,0,0,0,0.0016026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016026,0,0,0,0.0016026,0,0,0.0016026,0,0,0,0,0,0,0,0,0.0016026,0,0,0,0,0,0,0,0,0.0016026,0,0,0.0016026,0.0016026,0,0.0016026,0,0,0.0016026,0,0,0.0016026,0,0,0,0,0.0016026,0,0,0,0,0,0,0,0,0.0016026,0,0,0,0,0
"image_1239",0,0.0010811,0,0,0,0,0,0,0,0.0010811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010811,0,0,0.0010811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010811,0,0,0,0,0,0,0,0.0010811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010811,0,0,0,0,0,0.0010811,0,0.0010811,0,0,0,0.0054054,0,0,0,0,0,0,0,0.0010811,0,0,0,0,0,0.0021621,0,0,0,0,0.0010811,0,0.0010811,0,0.0032432,0,0,0.0010811,0,0,0.0010811,0.0021621,0.0010811,0,0,0,0,0,0,0,0,0,0,0,0.0010811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010811,0,0,0,0.0010811,0,0,0,0,0.0010811,0,0,0,0,0,0,0,0,0,0.0010811,0.0010811,0,0,0,0.0010811,0,0,0,0,0,0.0021621,0.0010811,0.0010811,0,0,0.0010811,0.0010811,0,0.0010811,0,0.0010811,0,0,0,0,0,0,0.0010811,0,0,0,0,0,0,0,0,0.0010811,0,0,0,0,0,0,0,0,0
"image_1240",0.0010965,0.0010965,0,0,0,0.0010965,0,0.002193,0,0,0,0,0,0,0,0,0,0,0.004386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010965,0,0,0.0010965,0,0,0.0010965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010965,0,0,0,0,0,0,0,0,0,0,0,0.002193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032895,0,0,0,0,0,0,0,0.0010965,0,0,0,0,0,0,0.0010965,0,0,0,0,0,0.002193,0,0.002193,0,0,0.004386,0,0.0010965,0,0,0.002193,0,0.0010965,0,0,0,0,0.0010965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010965,0,0,0,0,0,0.0010965,0,0,0,0,0,0,0,0,0,0,0.0010965,0,0,0,0.0010965,0,0,0,0,0,0,0.0010965,0,0,0,0,0,0,0.0010965,0,0,0,0,0.0010965,0,0,0,0,0,0,0.002193,0,0,0,0,0.006579,0,0,0,0,0,0,0.0010965,0,0.0010965,0,0,0,0,0.0010965,0,0,0,0
"image_1241",0,0.0008045,0,0.00040225,0,0,0.00040225,0.0008045,0,0.0008045,0,0,0,0.00040225,0.00040225,0,0.0008045,0.00040225,0.00040225,0,0,0,0,0,0.00040225,0.00040225,0,0.00040225,0,0.00040225,0,0.00040225,0.00040225,0.0012068,0,0,0,0,0.00040225,0.00040225,0,0.0012068,0,0,0,0,0,0,0.00040225,0,0,0,0,0.00040225,0.00040225,0,0.00040225,0,0.00040225,0,0,0,0,0,0,0,0,0,0,0,0.00040225,0.00040225,0.001609,0,0,0.00040225,0,0,0,0,0,0.00040225,0,0,0,0,0.0008045,0.00040225,0,0.00040225,0,0.0008045,0.00040225,0.001609,0.0008045,0,0,0.00040225,0,0,0,0.00040225,0,0,0.0008045,0,0,0,0,0,0,0,0.0012068,0,0.0008045,0.00040225,0.0008045,0.00040225,0.00040225,0.0044248,0,0,0,0.0012068,0,0.00040225,0.0020113,0,0,0,0,0,0.00040225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00040225,0,0,0,0,0.00040225,0,0,0.0012068,0,0.00040225,0,0,0,0,0,0,0,0,0,0.0008045,0,0.00040225,0,0.0008045,0,0,0.00040225,0,0.00040225,0,0.00040225,0,0,0.0008045,0,0.00040225,0,0,0.00040225,0,0.0008045,0.00040225,0.00040225,0.0008045,0,0.00040225,0.00040225,0,0.00040225,0,0.00040225,0,0,0,0,0.0012068,0,0,0,0,0,0,0,0,0.00040225,0.00040225,0,0.00040225,0
"image_1242",0,0,0,0,0,0,0,0,0.0011919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011919,0,0,0,0,0,0.0011919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011919,0.0011919,0,0.0011919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011919,0,0,0.0011919,0,0,0,0,0,0.0011919,0,0,0,0,0.0011919,0,0,0.0011919,0.0023838,0,0,0,0,0,0,0.0071514,0.0011919,0,0,0,0,0,0,0.0011919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011919,0,0,0,0,0.0023838,0,0,0,0,0,0,0,0,0,0,0,0.01907,0,0,0,0,0,0,0,0,0.0011919,0,0,0.0011919,0,0,0,0,0.0011919,0,0,0,0,0,0.0011919,0,0.0011919,0.0011919,0,0,0,0,0.0011919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011919,0,0,0
"image_1243",0,0,0,0,0,0,0,0,0.00088731,0.00088731,0.00088731,0,0,0.00088731,0,0,0.00088731,0.00088731,0.0017746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00088731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00088731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026619,0.00088731,0,0,0,0,0,0,0.00088731,0,0,0.0017746,0,0,0.0026619,0.011535,0,0,0,0,0,0,0,0,0,0,0.0026619,0,0,0,0.00088731,0,0,0,0.00088731,0,0,0,0.0017746,0,0,0.0017746,0,0,0,0.0044365,0.00088731,0,0.0017746,0,0,0,0.00088731,0,0,0,0,0,0,0,0.00088731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00088731,0,0,0,0,0,0,0.00088731,0.00088731,0,0,0,0,0,0.0026619,0,0.00088731,0,0,0,0,0,0,0.0017746,0,0,0,0,0,0,0,0.0026619,0,0,0,0.00088731,0,0,0.00088731,0,0.00088731,0,0,0,0,0,0,0,0.00088731,0.00088731,0,0,0,0,0.00088731,0,0,0,0,0,0.00088731,0,0.00088731,0
"image_1244",0,0.0028249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028249,0,0,0,0,0,0,0,0,0,0,0,0,0.0028249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028249,0,0,0,0,0.0028249,0,0,0,0,0,0.0028249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028249,0,0,0,0,0,0,0.0056497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028249,0,0,0.0028249,0,0,0,0,0,0,0,0,0,0,0,0.0028249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028249,0,0,0,0,0,0.0056497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028249,0,0,0,0,0,0,0,0,0,0,0
"image_1245",0,0,0,0.00071839,0,0,0.00071839,0.00071839,0,0,0,0,0,0,0,0.00071839,0,0.00071839,0.0021552,0,0,0,0.0014368,0.00071839,0,0.0014368,0,0,0,0,0,0,0,0,0,0.00071839,0,0.015086,0.00071839,0,0,0.00071839,0,0,0,0,0,0.0014368,0,0.00071839,0,0,0,0,0,0,0,0,0.00071839,0.00071839,0,0.00071839,0.0021552,0,0.0021552,0.0014368,0,0.0014368,0,0,0.00071839,0,0,0,0,0.00071839,0,0,0,0,0,0,0,0.0021552,0,0,0,0.00071839,0,0,0,0,0,0.0086206,0,0,0,0,0,0,0,0.00071839,0,0,0.00071839,0,0.00071839,0,0,0,0,0,0,0,0,0.00071839,0.0035919,0,0,0.0021552,0,0,0,0.0035919,0.00071839,0,0.00071839,0,0,0,0.00071839,0,0,0,0,0,0,0,0,0.00071839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00071839,0,0,0,0,0,0,0,0,0.0028735,0,0.00071839,0,0.0014368,0,0,0,0.0021552,0,0,0,0,0.0014368,0.00071839,0,0,0,0.0035919,0,0,0.00071839,0,0,0.0014368,0,0.00071839,0,0.00071839,0,0,0,0,0,0,0.00071839,0,0,0,0,0.00071839,0,0.00071839,0,0,0,0,0,0,0
